Date,Close
1994-01-03 00:00:00-05:00,770.760009765625
1994-01-04 00:00:00-05:00,774.280029296875
1994-01-05 00:00:00-05:00,778.0499877929688
1994-01-06 00:00:00-05:00,780.4099731445312
1994-01-07 00:00:00-05:00,782.9400024414062
1994-01-10 00:00:00-05:00,786.6900024414062
1994-01-11 00:00:00-05:00,785.52001953125
1994-01-12 00:00:00-05:00,786.8699951171875
1994-01-13 00:00:00-05:00,787.8099975585938
1994-01-14 00:00:00-05:00,792.3099975585938
1994-01-17 00:00:00-05:00,792.1799926757812
1994-01-18 00:00:00-05:00,793.02001953125
1994-01-19 00:00:00-05:00,789.280029296875
1994-01-20 00:00:00-05:00,793.030029296875
1994-01-21 00:00:00-05:00,794.280029296875
1994-01-24 00:00:00-05:00,790.6500244140625
1994-01-25 00:00:00-05:00,786.3900146484375
1994-01-26 00:00:00-05:00,788.7999877929688
1994-01-27 00:00:00-05:00,792.8800048828125
1994-01-28 00:00:00-05:00,796.530029296875
1994-01-31 00:00:00-05:00,800.469970703125
1994-02-01 00:00:00-05:00,797.239990234375
1994-02-02 00:00:00-05:00,799.5700073242188
1994-02-03 00:00:00-05:00,797.7899780273438
1994-02-04 00:00:00-05:00,777.280029296875
1994-02-07 00:00:00-05:00,779.2000122070312
1994-02-08 00:00:00-05:00,782.7000122070312
1994-02-09 00:00:00-05:00,786.530029296875
1994-02-10 00:00:00-05:00,783.4199829101562
1994-02-11 00:00:00-05:00,781.3900146484375
1994-02-14 00:00:00-05:00,785.4500122070312
1994-02-15 00:00:00-05:00,790.1199951171875
1994-02-16 00:00:00-05:00,792.6199951171875
1994-02-17 00:00:00-05:00,790.239990234375
1994-02-18 00:00:00-05:00,788.8499755859375
1994-02-22 00:00:00-05:00,791.1500244140625
1994-02-23 00:00:00-05:00,789.1099853515625
1994-02-24 00:00:00-05:00,779.4400024414062
1994-02-25 00:00:00-05:00,783.780029296875
1994-02-28 00:00:00-05:00,792.5
1994-03-01 00:00:00-05:00,788.6400146484375
1994-03-02 00:00:00-05:00,783.469970703125
1994-03-03 00:00:00-05:00,784.5800170898438
1994-03-04 00:00:00-05:00,790.5499877929688
1994-03-07 00:00:00-05:00,795.0499877929688
1994-03-08 00:00:00-05:00,792.1199951171875
1994-03-09 00:00:00-05:00,793.0499877929688
1994-03-10 00:00:00-05:00,789.0900268554688
1994-03-11 00:00:00-05:00,789.2000122070312
1994-03-14 00:00:00-05:00,792.7999877929688
1994-03-15 00:00:00-05:00,793.52001953125
1994-03-16 00:00:00-05:00,798.989990234375
1994-03-17 00:00:00-05:00,803.8499755859375
1994-03-18 00:00:00-05:00,803.9299926757812
1994-03-21 00:00:00-05:00,797.2999877929688
1994-03-22 00:00:00-05:00,796.3400268554688
1994-03-23 00:00:00-05:00,797.510009765625
1994-03-24 00:00:00-05:00,786.6799926757812
1994-03-25 00:00:00-05:00,783.4500122070312
1994-03-28 00:00:00-05:00,772.5
1994-03-29 00:00:00-05:00,755.2899780273438
1994-03-30 00:00:00-05:00,744.9099731445312
1994-03-31 00:00:00-05:00,743.4600219726562
1994-04-04 00:00:00-04:00,727.4099731445312
1994-04-05 00:00:00-04:00,750.9500122070312
1994-04-06 00:00:00-04:00,750.719970703125
1994-04-07 00:00:00-04:00,755.1699829101562
1994-04-08 00:00:00-04:00,748.7100219726562
1994-04-11 00:00:00-04:00,748.1099853515625
1994-04-12 00:00:00-04:00,739.219970703125
1994-04-13 00:00:00-04:00,727.3800048828125
1994-04-14 00:00:00-04:00,727.3099975585938
1994-04-15 00:00:00-04:00,727.969970703125
1994-04-18 00:00:00-04:00,720.4500122070312
1994-04-19 00:00:00-04:00,712.8499755859375
1994-04-20 00:00:00-04:00,705.52001953125
1994-04-21 00:00:00-04:00,718.739990234375
1994-04-22 00:00:00-04:00,722.5599975585938
1994-04-25 00:00:00-04:00,730.7999877929688
1994-04-26 00:00:00-04:00,734.2100219726562
1994-04-28 00:00:00-04:00,731.6900024414062
1994-04-29 00:00:00-04:00,733.8400268554688
1994-05-02 00:00:00-04:00,740.6799926757812
1994-05-03 00:00:00-04:00,739.3699951171875
1994-05-04 00:00:00-04:00,740.2999877929688
1994-05-05 00:00:00-04:00,740.5499877929688
1994-05-06 00:00:00-04:00,732.8599853515625
1994-05-09 00:00:00-04:00,722.9600219726562
1994-05-10 00:00:00-04:00,725.0
1994-05-11 00:00:00-04:00,717.0
1994-05-12 00:00:00-04:00,719.6099853515625
1994-05-13 00:00:00-04:00,716.9199829101562
1994-05-16 00:00:00-04:00,711.9099731445312
1994-05-17 00:00:00-04:00,711.52001953125
1994-05-18 00:00:00-04:00,721.9000244140625
1994-05-19 00:00:00-04:00,727.3099975585938
1994-05-20 00:00:00-04:00,726.7000122070312
1994-05-23 00:00:00-04:00,724.9500122070312
1994-05-24 00:00:00-04:00,731.469970703125
1994-05-25 00:00:00-04:00,732.0700073242188
1994-05-26 00:00:00-04:00,731.6400146484375
1994-05-27 00:00:00-04:00,733.1400146484375
1994-05-31 00:00:00-04:00,735.1900024414062
1994-06-01 00:00:00-04:00,735.52001953125
1994-06-02 00:00:00-04:00,739.5
1994-06-03 00:00:00-04:00,742.3800048828125
1994-06-06 00:00:00-04:00,743.4299926757812
1994-06-07 00:00:00-04:00,739.2999877929688
1994-06-08 00:00:00-04:00,729.7899780273438
1994-06-09 00:00:00-04:00,728.8800048828125
1994-06-10 00:00:00-04:00,734.25
1994-06-13 00:00:00-04:00,731.7000122070312
1994-06-14 00:00:00-04:00,735.97998046875
1994-06-15 00:00:00-04:00,735.8400268554688
1994-06-16 00:00:00-04:00,734.969970703125
1994-06-17 00:00:00-04:00,729.3499755859375
1994-06-20 00:00:00-04:00,718.8499755859375
1994-06-21 00:00:00-04:00,708.7899780273438
1994-06-22 00:00:00-04:00,712.739990234375
1994-06-23 00:00:00-04:00,700.8499755859375
1994-06-24 00:00:00-04:00,693.7899780273438
1994-06-27 00:00:00-04:00,702.6799926757812
1994-06-28 00:00:00-04:00,702.0499877929688
1994-06-29 00:00:00-04:00,704.010009765625
1994-06-30 00:00:00-04:00,705.9600219726562
1994-07-01 00:00:00-04:00,706.8499755859375
1994-07-05 00:00:00-04:00,703.5900268554688
1994-07-06 00:00:00-04:00,701.0
1994-07-07 00:00:00-04:00,706.530029296875
1994-07-08 00:00:00-04:00,707.4600219726562
1994-07-11 00:00:00-04:00,706.8300170898438
1994-07-12 00:00:00-04:00,709.5900268554688
1994-07-13 00:00:00-04:00,719.3499755859375
1994-07-14 00:00:00-04:00,721.5599975585938
1994-07-15 00:00:00-04:00,721.3599853515625
1994-07-18 00:00:00-04:00,722.6199951171875
1994-07-19 00:00:00-04:00,719.3200073242188
